Unnamed: 0,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha,area_t1_10y,area_t2_10y,expansion_ha_peryr_10y
1216,E(c),91.271,27.843,2023,19.59,3980,0,other,0,15.32477254007544,10.481173955354556,15.324772540075404,0.4843598584720848
1217,M(o),90.355,28.046,2023,48.12,5278,0,moraine,0,81.6378614866357,80.52818173205569,81.637861486636,0.11096797545803128
1218,M(e),90.364,28.037,2023,84.1,5216,0,moraine,0,81.6378614866357,80.52818173205569,81.637861486636,0.11096797545803128
1219,M(e),90.374,28.014,2023,72.68,5182,0,moraine,0,88.79044123587833,85.53994132146823,88.79044123591967,0.32504999144514385
1220,M(o),90.353,28.014,2023,16.95,5300,0,moraine,0,87.44278932070645,83.0031702821916,87.4427893207469,0.44396190385552925
1221,M(o),90.328,28.005,2023,35.64,5376,0,moraine,0,34.012730860061204,27.670009726016737,34.01273086006619,0.6342721134049455
1222,M(o),90.311,28.002,2023,10.53,5461,0,moraine,0,34.012730860061204,39.88303417040787,34.01273086006619,-0.5870303310341676
1223,E(c),90.537,28.04,2023,17.91,5002,0,other,0,51.03548885869368,16.406764810296284,51.03548885869566,3.4628724048399375
1224,M(o),90.546,28.038,2023,15.05,4993,0,moraine,0,63.318434383286736,16.406764810296284,63.31843438328304,4.691166957298675
1225,M(o),90.625,28.034,2023,26.46,5172,0,moraine,0,45.72792237693785,15.058547182133031,45.72792237692679,3.0669375194793758
1226,E(o),90.664,28.034,2023,31.04,4715,0,other,0,27.50388855197637,27.90019895883812,27.50388855197637,-0.03963104068617511
1227,M(e),90.709,28.022,2023,145.52,4868,0,moraine,0,168.13359918050935,124.93145101625258,168.13359918051972,4.320214816426715
1228,M(o),90.572,28.006,2023,13.49,5155,0,moraine,0,12.21058373236776,11.416783165732836,12.21058373236789,0.07938005666350545
1229,E(o),90.705,28.003,2023,33.03,4927,0,other,0,117.32255626569574,102.5779981171203,117.32255626570871,1.4744558148588411
1230,I(s),90.54,28.003,2023,23.97,4700,0,ice,1,24.816303145012284,13.3201310667575,24.81630314501158,1.149617207825408
1231,M(l),90.418,27.99,2023,33.1,5178,0,moraine,0,39.64728828978838,36.713398010320525,39.647288289784434,0.293389027946391
1232,M(o),90.38,27.987,2023,13.26,5242,0,moraine,0,27.747849063610783,25.210897379268104,27.747849063656712,0.2536951684388608
1233,M(l),90.437,27.984,2023,21.73,5093,0,moraine,0,39.64728828978838,36.713398010320525,39.647288289784434,0.293389027946391
1234,M(o),90.381,27.98,2023,20.26,5233,0,moraine,0,19.904727824475103,20.380534821063023,19.904727824475696,-0.047580699658732684
1235,M(o),90.331,27.97,2023,22.19,5314,0,moraine,0,23.71358702022545,22.206682023201047,23.71358702022587,0.15069049970248222
1236,M(o),90.412,27.968,2023,22.89,5208,0,moraine,0,39.33012271328335,36.713398010320525,39.33012271327789,0.2616724702957363
1237,M(o),90.378,27.946,2023,10.42,5273,0,moraine,0,18.5636159472151,18.56361004394469,18.56361594720935,5.903264661100139e-07
1238,M(o),90.397,27.94,2023,19.37,5203,0,moraine,0,18.5636159472151,18.56361004394469,18.56361594720935,5.903264661100139e-07
1239,M(o),90.295,27.931,2023,10.0,5183,0,moraine,0,19.438935664354695,17.772516614151982,19.43893566436562,0.16664190502136372
1240,M(o),90.408,27.918,2023,17.69,5143,0,moraine,0,18.5636159472151,18.484281287327253,18.56361594720935,0.007933465988209676
1241,M(o),90.276,27.906,2023,22.46,5160,0,moraine,0,89.84502064422131,28.97044014467562,89.84502064422871,6.087458049955309
1242,M(e),90.29,27.89,2023,114.2,5059,0,moraine,0,89.84502064422131,38.18231592768889,89.84502064422871,5.1662704716539825
1243,M(o),90.298,27.883,2023,15.99,5116,0,moraine,0,89.84502064422131,38.18231592768889,89.84502064422871,5.1662704716539825
1244,M(o),90.28,27.876,2023,24.66,5038,0,moraine,0,89.84502064422131,38.18231592768889,89.84502064422871,5.1662704716539825
1245,M(e),90.303,27.872,2023,41.54,5033,0,moraine,0,83.49599822561066,38.18231592768889,83.49599822561768,4.5313682297928795
1246,M(e),90.295,27.861,2023,18.64,4959,0,moraine,0,40.16684085036926,38.18231592768889,40.16684085036979,0.19845249226808975
1247,M(o),90.333,27.849,2023,13.41,5050,0,moraine,0,9.130839380284936,11.19520561484724,9.130839380286801,-0.20643662345604383
1248,E(o),90.302,27.846,2023,19.16,4902,0,other,0,20.877755512244285,20.641187525955267,20.877755512243304,0.0236567986288037
1249,E(o),90.272,27.819,2023,21.42,4898,0,other,0,15.8841029548055,8.8156445116966,15.884102954804074,0.7068458443107474
1250,E(c),90.394,27.819,2023,12.12,4764,0,other,0,6.35365897945586,4.685822094744367,6.3536589794552985,0.16678368847109315
1251,E(o),90.363,27.814,2023,11.15,4776,0,other,0,4.765444613325927,4.686032817163018,4.765444613320667,0.007941179615764859
1252,E(o),90.254,27.813,2023,11.48,4815,0,other,0,15.8841029548055,9.13487918413954,15.884102954804074,0.6749223770664534
1253,E(c),90.406,27.81,2023,33.42,4701,0,other,0,6.35365897945586,4.685822094744367,6.3536589794552985,0.16678368847109315
1254,E(c),90.398,27.803,2023,11.36,4825,0,other,0,6.35365897945586,4.685822094744367,6.3536589794552985,0.16678368847109315
1255,E(c),90.409,27.792,2023,14.6,4759,0,other,0,4.845850397149802,3.5741360293803113,4.84585039714675,0.12717143677664383
1256,E(c),90.398,27.792,2023,10.94,4826,0,other,0,4.845850397149802,3.5741360293803113,4.84585039714675,0.12717143677664383
1257,E(c),90.421,27.792,2023,27.76,4527,0,other,0,4.845850397149802,3.5741360293803113,4.84585039714675,0.12717143677664383
1258,E(o),90.442,27.781,2023,12.78,4563,0,other,0,6.992193032497896,3.734490557970671,6.992193032497309,0.3257702474526638
1259,E(c),90.4,27.78,2023,11.02,4532,0,other,0,4.845850397149802,3.4156177730753807,4.84585039714675,0.1430232624071369
1260,E(c),90.416,27.77,2023,25.82,4689,0,other,0,6.67436506427563,3.4961178827966264,6.674365064276385,0.31782471814797586
1261,E(c),90.298,27.756,2023,10.83,4630,0,other,0,5.3252487969656634,2.8613429311431013,5.325248796964335,0.24639058658212334
1262,E(o),90.293,27.749,2023,17.2,4569,0,other,0,5.3252487969656634,2.8613429311431013,5.325248796964335,0.24639058658212334
1263,E(c),90.296,27.738,2023,10.21,4389,0,other,0,5.3252487969656634,2.8613429311431013,5.325248796964335,0.24639058658212334
1264,E(c),90.326,27.72,2023,30.88,4231,0,other,0,13.9907816515125,9.857086864849986,13.99078165151423,0.4133694786664243
1265,E(o),90.29,27.716,2023,15.98,4322,0,other,0,6.201111451334164,2.8613429311431013,6.201111451340616,0.3339768520197514
1266,E(o),90.592,27.997,2023,11.39,5103,0,other,0,14.510464637444413,11.416783165732836,14.510464637439677,0.30936814717068406
1267,M(e),90.505,27.987,2023,18.16,5199,0,moraine,0,23.157860391695912,23.475088698725173,23.157860391696104,-0.03172283070290689
1268,M(e),90.594,27.983,2023,12.14,5028,0,moraine,0,14.510464637444413,11.02124179143819,14.510464637439677,0.34892228460014874
1269,E(o),90.508,27.972,2023,25.0,5101,0,other,0,23.157860391695912,23.475088698725173,23.157860391696104,-0.03172283070290689
1270,E(o),90.743,27.944,2023,11.2,4848,0,other,0,16.342041622269598,14.041447881315168,16.34204162226657,0.23005937409514027
1271,E(c),90.535,27.939,2023,59.94,5036,0,other,0,57.27852384633128,49.34478034289856,57.27852384611252,0.7933743503213961
1272,E(o),90.555,27.925,2023,29.18,4774,0,other,0,57.27852384633128,49.34478034289856,57.27852384611252,0.7933743503213961
1273,E(o),90.503,27.921,2023,13.38,5082,0,other,0,8.250964347709713,8.80818411938801,8.250964347714016,-0.05572197716739939
1274,E(c),90.537,27.919,2023,38.13,4935,0,other,0,57.19919682772573,49.265455023403696,57.1991968275094,0.7933741804105701
1275,M(o),90.559,27.915,2023,11.08,4939,0,moraine,0,25.311575227600187,22.771354292919806,25.31157522759907,0.25402209346792654
1276,E(c),90.552,27.895,2023,24.13,4977,0,other,0,22.217647436033243,20.872871857696904,22.217647400276427,0.1344775542579523
1277,E(o),90.598,27.895,2023,12.32,4640,0,other,0,7.77777364963124,6.985335610154686,7.777773649628998,0.07924380394743125
1278,E(o),90.712,27.884,2023,12.81,4875,0,other,0,8.01670623360903,4.921163293498907,8.016706233609584,0.3095542940110677
1279,E(o),90.566,27.881,2023,18.83,4666,0,other,0,19.841146211327494,20.872871857696904,19.841146211326063,-0.1031725646370841
1280,E(o),90.571,27.878,2023,23.37,4664,0,other,0,55.57272733117403,48.824640766624725,55.57272733116599,0.6748086564541268
1281,E(o),90.581,27.876,2023,16.89,4599,0,other,0,66.44901536769518,58.033761464498404,66.4490153676862,0.8415253903187796
1282,E(o),90.591,27.861,2023,74.98,4770,0,other,0,66.44901536769518,58.033761464498404,66.4490153676862,0.8415253903187796
1283,E(o),90.74,27.857,2023,11.88,4406,0,other,0,6.350524082004842,3.4133987344984913,6.350524082006336,0.29371253475078446
1284,E(o),90.618,27.844,2023,12.54,4767,0,other,0,8.335866109823279,6.986254649956744,8.33586610981975,0.13496114598630066
1285,E(o),90.701,27.827,2023,10.37,4363,0,other,0,0.238244401487318,0.07940079735422478,0.2382444014872923,0.015884360413306754
1286,E(c),90.577,27.805,2023,10.11,4704,0,other,0,5.083585584024857,3.176869138474501,5.08358558401733,0.19067164455428287
1287,E(o),90.585,27.803,2023,10.15,4647,0,other,0,5.083585584024857,3.176869138474501,5.08358558401733,0.19067164455428287
1288,E(c),90.62,27.798,2023,18.31,4574,0,other,0,30.027397647344397,18.98563362027979,30.027397647352558,1.104176402707277
1289,E(c),90.634,27.796,2023,40.52,4462,0,other,0,30.027397647344397,18.98563362027979,30.027397647352558,1.104176402707277
1290,E(o),90.646,27.787,2023,26.59,4550,0,other,0,30.027397647344397,18.98563362027979,30.027397647352558,1.104176402707277
1291,E(o),90.625,27.765,2023,10.8,4338,0,other,0,4.052060936871363,0.7945205296297122,4.052060936872135,0.32575404072424236
1292,E(o),90.636,27.764,2023,12.42,4614,0,other,0,4.052060936871363,1.5098761321475054,4.052060936872135,0.254218480472463
1293,E(c),90.624,27.757,2023,12.45,4410,0,other,0,4.052060936871363,0.7945205296297122,4.052060936872135,0.32575404072424236
1294,M(o),90.756,27.942,2023,16.41,5031,0,moraine,0,18.006524155311006,29.508357691015654,18.006524155296393,-1.1501833535719261
1295,M(o),90.812,27.907,2023,35.67,4804,0,moraine,0,39.602383265568655,39.523014708429095,39.602383265551715,0.007936855712262058
1296,E(o),90.83,27.886,2023,16.34,4845,0,other,0,45.48796352622647,45.091036241907624,45.487963526224924,0.039692728431730016
1297,E(o),90.791,27.88,2023,10.66,4807,0,other,0,30.404382047999896,30.24561681263487,30.40438204799997,0.015876523536509878
1298,E(o),90.803,27.873,2023,27.12,4453,0,other,0,46.9169644177557,46.52003921626681,46.916964417752084,0.03969252014852742
1299,E(o),90.816,27.867,2023,53.98,4135,0,other,0,46.9169644177557,46.52003921626681,46.916964417752084,0.03969252014852742
1300,E(o),90.831,27.841,2023,18.14,4568,0,other,0,11.749424118387582,11.511262995133583,11.749424118382418,0.0238161123248835
1301,E(o),90.811,27.83,2023,18.02,4367,0,other,0,9.926565733950676,8.258902651934074,9.926565733957922,0.16676630820238483
1302,E(c),90.81,27.821,2023,14.45,4613,0,other,0,9.926565733950676,8.258902651934074,9.926565733957922,0.16676630820238483
1303,E(o),90.864,27.81,2023,22.79,4112,0,other,0,0.6354004055468662,0.3177526087906423,0.6354004055486158,0.03176477967579734
1304,E(o),90.784,27.79,2023,10.15,4263,0,other,0,0.476561536872114,0.15888280348838743,0.47656153687205505,0.03176787333836676
1305,E(c),90.811,27.784,2023,10.09,4126,0,other,0,0.397234652184759,0.23837290552951718,0.39723465218481907,0.01588617466553019
1306,E(c),90.807,27.757,2023,18.25,4181,0,other,0,2.2252351738482834,3.0994242812841066,2.2252351738496303,-0.08741891074344763
1307,E(c),90.821,27.748,2023,11.59,4438,0,other,0,2.2252351738482834,3.0994242812841066,2.2252351738496303,-0.08741891074344763
1308,E(o),90.96,27.707,2023,11.57,3952,0,other,0,0.1590066934772937,0.39751611005675097,0.15900669347729376,-0.02385094165794572
1309,M(o),91.452,28.037,2023,56.24,4737,0,moraine,0,61.36053140963658,67.46448846378736,61.36053140962217,-0.6103957054165192
1310,M(e),91.511,28.164,2023,11.98,5221,0,moraine,0,49.325658759261216,38.08264699336094,49.32565867939133,1.1243011686030393
1311,M(e),91.664,28.143,2023,19.31,5139,0,moraine,0,42.206221189214155,37.29631128134629,42.20622114770339,0.4909909866357097
1312,M(e),91.597,28.024,2023,36.52,4804,0,moraine,0,39.397600799206145,18.314821391738914,39.397600799207304,2.108277940746839
1313,E(o),91.676,28.014,2023,14.26,4422,0,other,0,17.519305454577573,23.70165075473564,17.519305548541254,-0.6182345206194384
1314,E(o),91.96,28.355,2023,20.15,4774,0,other,0,98.48693949867592,130.0245505490119,98.48693949867942,-3.1537611050332486
1315,E(o),91.942,28.102,2023,117.73,4705,0,other,0,91.01530651877356,103.68941951731587,91.01530651876955,-1.267411299854632
1316,E(o),91.939,28.059,2023,240.03,4631,0,other,0,191.5334644253719,143.98711607947504,191.53346442538486,4.754634834590982
1317,E(c),91.45,27.916,2023,13.44,4422,0,other,0,10.632807905467592,10.077361146918838,10.632807905465512,0.05554467585466742
1318,E(c),91.449,27.879,2023,10.23,4229,0,other,0,1.4286627783223953,0.8731164963265438,1.4286627783224486,0.055554628199590485
1319,E(c),91.459,27.871,2023,12.59,3832,0,other,0,1.9048567787434532,0.8731164963265438,1.904856778746209,0.1031740282419665
1320,E(o),91.495,27.86,2023,10.51,3913,0,other,0,9.447954874004132,8.336492154729923,9.447954874008353,0.11114627192784302
1321,M(o),91.511,27.996,2023,12.13,5319,0,moraine,0,44.6468289303062,42.65848977619166,44.646828930523434,0.19883391543317758
1322,E(o),91.577,27.912,2023,13.64,4628,0,other,0,19.362579171145907,15.316726921485099,19.362579162749135,0.40458522412640363
1323,E(o),91.62,27.901,2023,14.82,4938,0,other,0,18.891739078806456,18.25673023546422,18.891739078865903,0.06350088434016818
1324,E(c),91.535,27.898,2023,27.53,4430,0,other,0,47.30062550241814,19.999122793730802,47.30062552000026,2.730150272626946
1325,E(c),91.649,27.893,2023,24.45,4819,0,other,0,35.561363908406875,31.116104021620924,35.561363908461786,0.4445259886840862
1326,E(c),91.596,27.888,2023,16.69,4626,0,other,0,17.934234362799508,11.50868603182796,17.934234354461125,0.6425548322633166
1327,E(c),91.517,27.878,2023,32.71,4248,0,other,0,18.412196758857498,15.793230342055205,18.412196758854385,0.26189664167991805
1328,E(o),91.717,27.877,2023,18.45,4533,0,other,0,0.873205160168303,2.857511987556851,0.873205160168303,-0.1984306827388548
1329,E(o),91.634,27.877,2023,44.48,4480,0,other,0,35.64074449593859,31.116104021620924,35.640744495993495,0.4524640474372571
1330,E(o),91.671,27.869,2023,45.27,4054,0,other,0,18.968741518194296,6.827054248579772,18.968741518186615,1.2141687269606842
1331,E(o),91.629,27.861,2023,10.38,4581,0,other,0,35.64074449593859,31.116104021620924,35.640744495993495,0.4524640474372571
1332,E(c),91.5,27.854,2023,31.88,4049,0,other,0,9.447954874004132,8.336492154729923,9.447954874008353,0.11114627192784302
1333,E(c),91.604,27.851,2023,31.4,4509,0,other,0,42.40323712399928,24.85217748574927,42.403237123978364,1.7551059638229094
1334,E(c),91.583,27.847,2023,49.42,4656,0,other,0,42.40323712399928,24.85217748574927,42.403237123978364,1.7551059638229094
1335,E(o),91.565,27.841,2023,16.27,4558,0,other,0,49.23392319189905,38.75191574089295,49.23392319190502,1.0482007451012074
1336,O,91.605,27.838,2023,66.35,4125,0,other,0,42.40323712399928,24.85217748574927,42.403237123978364,1.7551059638229094
1337,E(c),91.553,27.834,2023,67.23,4521,0,other,0,49.23392319189905,38.75191574089295,49.23392319190502,1.0482007451012074
1338,E(c),91.559,27.824,2023,10.93,4674,0,other,0,49.23392319189905,38.75191574089295,49.23392319190502,1.0482007451012074
1339,E(c),91.595,27.815,2023,14.2,4678,0,other,0,31.52478902689714,15.087292859884636,31.524789026871872,1.6437496166987238
1340,E(c),91.501,27.811,2023,17.12,4213,0,other,0,1.6679500123751103,0.8734892518402315,1.6679500123751103,0.07944607605348789
1341,E(c),91.549,27.809,2023,19.04,4297,0,other,0,35.33766789622429,28.825982447263335,35.337667896230826,0.651168544896749
1342,E(o),91.59,27.806,2023,13.8,4406,0,other,0,8.340775414121321,4.13066463770851,8.340775414118799,0.42101107764102885
1343,E(c),91.643,27.802,2023,12.24,4504,0,other,0,3.0183280912876556,10.64347659974103,3.018328091283599,-0.7625148508457431
1344,E(o),91.579,27.801,2023,19.76,4617,0,other,0,8.340775414121321,4.13066463770851,8.340775414118799,0.42101107764102885
1345,E(c),91.593,27.798,2023,16.43,4066,0,other,0,8.340775414121321,4.13066463770851,8.340775414118799,0.42101107764102885
1346,E(o),91.65,27.757,2023,16.67,4152,0,other,0,10.489458680680798,0.6357222927711669,10.48945868068034,0.9853736387909173
1347,E(o),91.529,27.756,2023,15.81,3868,0,other,0,6.913529669771684,1.350741925069054,6.913529669774064,0.5562787744705011
1348,E(o),91.634,27.702,2023,16.42,4319,0,other,0,3.975301791345037,3.4188624531412892,3.975301791345475,0.055643933820418566
1349,O,91.952,27.992,2023,40.89,4354,0,other,0,2.2995159664772657,0.31717582163067143,2.299515966477993,0.19823401448473216
1350,O,91.896,27.901,2023,217.48,4452,0,other,0,200.30598231865645,198.0044827976384,200.30598231865645,0.23014995210180586
1351,E(o),91.833,27.874,2023,10.26,4340,0,other,0,4.6834454700586425,0.8733708524218531,4.6834454700586425,0.38100746176367895
1352,E(o),91.948,27.849,2023,19.9,4630,0,other,0,11.433424158210244,7.86046277718969,11.433424158210245,0.3572961381020555
1353,O,91.892,27.841,2023,145.65,4638,0,other,0,131.81086103807291,86.31199218791537,131.81086103807291,4.549886885015755
1354,E(o),91.925,27.796,2023,22.77,4499,0,other,0,13.981011757718155,4.687278942789332,13.981011757718157,0.9293732814928826
1355,E(c),91.838,27.795,2023,19.81,4667,0,other,0,10.883047106299998,2.3832917789399466,10.883047106299998,0.849975532736005
1356,E(o),91.948,27.785,2023,13.08,4484,0,other,0,13.981011757718155,4.687278942789332,13.981011757718157,0.9293732814928826
1357,E(o),91.87,27.746,2023,44.61,4345,0,other,0,30.359208135041374,0.47685632233390934,30.359208135041374,2.9882351812707464
1358,E(o),91.871,27.734,2023,12.54,4456,0,other,0,30.359208135041374,0.47685632233390934,30.359208135041374,2.9882351812707464
1359,E(o),91.903,27.698,2023,13.14,4047,0,other,0,7.553330420260093,6.917256777532193,7.553330420260093,0.06360736427278998
1360,E(o),91.873,27.697,2023,13.11,4467,0,other,0,10.25712092085367,4.770834830433298,10.25712092085367,0.5486286090420371
1361,E(o),91.857,27.693,2023,17.65,4283,0,other,0,10.25712092085367,4.770834830433298,10.25712092085367,0.5486286090420371
1362,E(o),91.875,27.673,2023,33.23,4222,0,other,0,8.587349577623941,4.770834830433298,8.587349577623941,0.38165147471906435
1363,E(c),91.803,27.625,2023,10.79,4329,0,other,0,0.1591278845162735,0.8752173031272263,0.15912788451627352,-0.07160894186109527
1364,E(o),91.779,27.62,2023,11.38,3978,0,other,0,0.1591278845162735,0.8752173031272263,0.15912788451627352,-0.07160894186109527
1365,E(o),92.033,28.239,2023,12.05,5130,0,other,0,16.852128932189174,12.342438925414205,16.852128932189174,0.4509690006774969
1366,E(o),92.042,28.23,2023,15.97,5107,0,other,0,16.852128932189174,12.342438925414205,16.852128932189174,0.4509690006774969
1367,E(o),92.023,28.228,2023,11.52,5115,0,other,0,16.852128932189174,12.342438925414205,16.852128932189174,0.4509690006774969
1368,E(o),92.043,28.223,2023,15.06,5099,0,other,0,16.852128932189174,12.342438925414205,16.852128932189174,0.4509690006774969
1369,E(o),92.039,28.193,2023,25.64,5036,0,other,0,12.109245661811682,11.792664155694439,12.109245661811682,0.03165815061172435
1370,E(o),92.147,28.068,2023,16.73,4973,0,other,0,13.074232317665375,12.83651198279984,13.074232317665377,0.023772033486553747
1371,E(o),92.161,27.851,2023,16.55,4824,0,other,0,12.385928200108513,12.94170360401213,12.385928200108513,-0.05557754039036169
1372,M(o),92.048,27.789,2023,11.07,4952,0,moraine,0,33.5285003024517,25.739423767273276,33.5285003024517,0.7789076535178421
1373,E(c),92.041,27.753,2023,10.23,4084,0,other,0,16.208379886655692,6.675370451596922,16.208379886655692,0.9533009435058769
1374,E(o),92.222,27.588,2023,13.08,4455,0,other,0,1.273204877944585,1.2732047170405985,1.273204877944585,1.6090398657908624e-08
1375,E(o),92.216,27.566,2023,19.59,4348,0,other,0,0.3184076006806573,0.4775540404968134,0.3184076006806573,-0.015914643981615607
1376,E(o),92.065,27.565,2023,14.28,4326,0,other,0,0.6368898968970188,0.5572418260223859,0.6368898968970188,0.007964807087463287
1377,E(o),92.033,27.519,2023,60.79,4274,0,other,0,0.2389445444700624,0.6371850201762349,0.23894454447006241,-0.03982404757061725
1378,E(o),92.048,27.514,2023,14.07,4088,0,other,0,1.194621797806802,0.6371850201762349,1.1946217978068019,0.0557436777630567
1379,O,92.101,27.509,2023,18.91,4148,0,other,0,12.026510190884386,2.230061600148413,12.026510190884386,0.9796448590735973
1380,E(o),92.045,27.505,2023,10.8,4170,0,other,0,0.2389445444700624,0.6371850201762349,0.23894454447006241,-0.03982404757061725
1381,E(o),92.315,27.774,2023,13.13,4870,0,other,0,147.85508758402452,91.84397692786666,147.85508758402452,5.601111065615785
1382,M(o),92.435,27.771,2023,55.56,5179,0,moraine,0,81.6637557925505,100.25346372648319,81.6637557925505,-1.8589707933932687
1383,M(o),92.425,27.763,2023,19.37,5094,0,moraine,0,58.64008302984069,20.49637611097031,58.64008302984069,3.8143706918870377
1384,E(o),92.401,27.756,2023,13.46,4967,0,other,0,11.99948444344626,16.448470635282202,11.99948444344626,-0.44489861918359425
1385,E(o),92.386,27.715,2023,12.28,5117,0,other,0,11.050008929308664,10.414039028144087,11.050008929308664,0.0635969901164577
1386,O,93.163,31.03,2023,13.3,5195,0,other,0,7.1562248403712045,9.541650937136149,7.1562248403712045,-0.23854260967649443
1387,O,93.181,30.621,2023,689.79,4499,0,other,0,672.6178736151666,668.3675867938081,672.6178736151666,0.4250286821358486
1388,E(o),93.058,30.535,2023,86.74,4817,0,other,0,77.42301767209491,75.48937526489657,77.42301767209491,0.19336424071983488
1389,M(o),93.419,30.527,2023,31.64,4758,0,moraine,0,96.07625821092206,96.61770109854312,96.07625821092206,-0.05414428876210593
1390,M(o),93.445,30.521,2023,114.42,4780,0,moraine,0,112.01264030518746,114.4107898907192,112.01264030518746,-0.23981495855317406
1391,M(e),93.357,30.493,2023,22.25,4702,0,moraine,0,148.35350973587188,48.4403641629793,148.35350973587188,9.991314557289257
1392,M(e),93.39,30.463,2023,12.41,4788,0,moraine,0,39.1663391358123,17.26047054280394,39.1663391358123,2.190586859300836
1393,E(o),93.492,30.425,2023,32.69,4496,0,other,0,28.19096529814053,29.34720972797642,28.190965298140526,-0.1156244429835894
1394,M(l),93.683,30.803,2023,11.1,5130,0,moraine,0,13.730570497866038,15.423831981385645,13.730570497866038,-0.16932614835196064
1395,M(e),93.516,30.532,2023,36.56,4778,0,moraine,0,167.18178630520586,71.87269708988126,167.18178630520586,9.530908921532461
1396,E(o),93.509,30.461,2023,12.12,4785,0,other,0,94.97636111228408,11.456982788398872,94.97636111228407,8.351937832388519
1397,M(o),93.63,30.441,2023,12.45,4685,0,moraine,0,40.95468016739298,11.380767348786609,40.95468016739298,2.957391281860637
1398,M(e),93.529,30.354,2023,11.42,4750,0,moraine,0,48.35628987248243,44.4813764256478,48.35628987248243,0.3874913446834626
1399,M(e),93.507,30.348,2023,43.13,4537,0,moraine,0,48.35628987248243,44.4813764256478,48.35628987248243,0.3874913446834626
1400,M(e),93.831,30.883,2023,13.43,4801,0,moraine,0,38.30122540681589,38.455416594090096,38.30122533215193,-0.015419126193816624
1401,M(e),93.894,30.659,2023,25.13,4791,0,moraine,0,30.67151770446995,25.182458852947637,30.671517704474617,0.548905885152698
1402,E(o),93.823,30.489,2023,10.41,4933,0,other,0,54.00289623313323,9.439048575352874,54.002896233131466,4.45638476577786
1403,E(o),94.117,30.789,2023,12.4,4656,0,other,0,308.6099175990717,11.651462323023999,308.6099176168667,29.69584552938427
1404,M(e),94.211,30.732,2023,10.54,4550,0,moraine,0,61.19663109356028,29.710422167529124,61.196631093557514,3.148620892602839
1405,E(o),94.118,30.706,2023,17.53,4741,0,other,0,43.31529494224965,23.625089582958562,43.31529494225422,1.9690205359295656
1406,M(e),94.134,30.262,2023,12.6,4161,0,moraine,0,186.2430083047111,18.307855225681607,186.24300830054662,16.7935153074865
1407,M(o),94.344,30.849,2023,22.22,5015,0,moraine,0,19.50841116964566,24.443434588567502,19.508411169641647,-0.4935023418925855
1408,M(o),94.353,30.842,2023,11.7,4973,0,moraine,0,19.50841116964566,24.443434588567502,19.508411169641647,-0.4935023418925855
1409,M(e),94.492,30.654,2023,530.64,3942,0,moraine,0,542.4548772768048,399.9071141543388,542.4548770689112,14.254776291457238
1410,M(e),94.444,30.626,2023,66.04,4095,0,moraine,0,73.9510107644296,64.8318515675298,73.95101076443162,0.9119159196901819
1411,E(o),94.266,30.487,2023,25.3,4456,0,other,0,65.46595627798237,22.75078356685272,65.46595627794507,4.271517271109235
1412,M(o),94.455,30.431,2023,13.03,3902,0,moraine,0,27.09771800889105,31.04636458514358,27.097718008886126,-0.39486465762574524
1413,M(o),94.288,30.181,2023,16.21,4363,0,moraine,0,43.46176506618588,10.78999481641441,43.46176506617782,3.267177024976341
1414,M(o),94.282,30.176,2023,13.91,4607,0,moraine,0,34.45917818664389,10.78999481641441,34.45917818664949,2.366918337023508
1415,M(e),94.603,30.452,2023,181.75,3998,0,moraine,0,219.30164880262447,162.79770335577427,219.3016488026131,5.650394544683882
1416,E(o),94.653,30.393,2023,18.96,4007,0,other,0,17.354875527350615,10.844101074791778,17.354875527364577,0.6510774452572798
1417,M(o),94.732,30.352,2023,36.07,2698,0,moraine,0,31.53890938348351,31.53881456454967,31.538909383485276,9.481893560447929e-06
1418,M(e),94.759,30.537,2023,51.12,3631,0,moraine,0,53.75372779796464,42.15269922070339,53.75372779796475,1.160102857726136
1419,M(e),95.032,30.482,2023,14.85,4335,0,moraine,0,394.6531661711187,191.80588565172545,394.65316625034603,20.284728059862058
1420,M(e),95.082,30.395,2023,12.22,4151,0,moraine,0,112.22776492067004,47.86445344236291,112.22776492065712,6.436331147829421
1421,E(o),92.485,30.093,2023,11.49,5158,0,other,0,7.381006688710305,3.1854536340529784,7.3810066887083625,0.41955530546553843
1422,E(o),92.457,30.072,2023,10.98,5096,0,other,0,23.1630947272622,24.329002101219885,23.163094727256794,-0.11659073739630905
1423,E(o),92.443,30.049,2023,52.8,4993,0,other,0,40.57485098480688,40.96345669972248,40.57485098480767,-0.03886057149148101
1424,E(o),92.72,30.327,2023,14.1,5213,0,other,0,35.72571048926982,30.068472146123938,35.725710364315745,0.5657238218191807
1425,E(o),92.533,30.089,2023,11.3,5084,0,other,0,6.759714439262482,5.516551740229408,6.759714439252742,0.12431626990233342
1426,E(o),92.742,30.006,2023,14.1,5108,0,other,0,11.12019952197147,10.187025599657641,11.120199521976637,0.09331739223189964
1427,E(o),92.925,30.297,2023,29.42,4831,0,other,0,28.920252123634096,27.60218863787948,28.92025212364946,0.13180634857699794
1428,E(o),92.968,30.229,2023,10.6,4851,0,other,0,29.641111846741552,29.48600481386709,29.64111185732538,0.015510704345829041
